tick,tick_dt,input_force,output_speed,output_ang_vel,output_angle,output_position
220.0,0.009600916993804276,0.13488743849826157,0.11308170099796731,0.33112123817081973,0.05924872179736415,0.026763571101915108
221.0,0.010296185035258532,0.13488743849826157,0.1168957006270784,0.3477632785951107,0.06265800733467482,0.027927881219491957
222.0,0.00962452800013125,0.13488743849826157,0.1205808446639598,0.3640332420021883,0.06600506474693091,0.029052947163272235
223.0,0.010472108027897775,0.13488743849826157,0.12473891926374736,0.38261712158396305,0.06981726018292368,0.030315682794688385
224.0,0.009659342002123594,0.13488743849826157,0.12870608979522152,0.40054857664787735,0.07351308981617129,0.0315205786768322
225.0,0.009749877033755183,0.13488743849826157,0.13285077031549125,0.41948518393343737,0.07741838918453375,0.03277544722583106
226.0,0.010355497943237424,0.13488743849826157,0.13741778548209832,0.440589223772353,0.08176236714397504,0.034151183104590636
227.0,0.010488830041140318,0.13488743849826157,0.142220276450192,0.4630285738112258,0.0863836326300812,0.035592534901142246
228.0,0.009580306010320783,0.13488743849826157,0.14676051517290659,0.48445418013289315,0.09081958805871515,0.036955048670407505
229.0,0.010503662982955575,0.13488743849826157,0.15193102750990273,0.5091119560116448,0.0959081314975151,0.03849657166098865
230.0,0.009647952974773943,0.13488743849826157,0.15684910517979084,0.5327945805785577,0.10082001970801063,0.03996239506981328
231.0,0.010402202024124563,0.13488743849826157,0.1623564631649224,0.5595782440878103,0.1063622565725475,0.04159397114919663
232.0,0.0096386200748384,0.13488743849826157,0.16764149403197967,0.585522233639598,0.11175581866945508,0.04315886341433781
233.0,0.009603232028894126,0.13488743849826157,0.1730950465504163,0.6125334919640936,0.1173787245371725,0.04476876357919738
234.0,0.010669104987755418,0.13488743849826157,0.17939426913646975,0.6440409109510118,0.12391390867145385,0.04661553280370418
235.0,0.009588860906660557,0.13488743849826157,0.1852558844836807,0.6736233072208262,0.13008952738476207,0.04833571949790582
236.0,0.010363128036260605,0.13488743849826157,0.1918341418132958,0.7071313866505041,0.1370703719657008,0.05025554994828091
237.0,0.009569343994371593,0.13488743849826157,0.1981210318186022,0.7394432158080606,0.14383715545377646,0.0520912768411574
238.0,0.009593656985089183,0.13488743849826157,0.20464512897446224,0.7732664954327979,0.15093112002619027,0.05399198206195701
239.0,0.010459644952788949,0.13488743849826157,0.2120286815647126,0.8119105999884848,0.15901921302230473,0.056132497452347586
240.0,0.009621398989111185,0.13488743849826157,0.2190535348703999,0.8490147911664547,0.1668309288482826,0.05817250999481689
241.0,0.010268851066939533,0.13488743849826157,0.22682548332011365,0.8904564103807888,0.1755493352923997,0.06042193812008768
242.0,0.009672250016592443,0.13488743849826157,0.23439158418955486,0.9311883256332681,0.18416205232248012,0.06261585090489423
243.0,0.010673513053916395,0.13488743849826157,0.24304961047626636,0.9782774986470678,0.19410110307178136,0.06511763253846958
244.0,0.009590490953996778,0.13488743849826157,0.25107643443514444,1.022383808682133,0.20348326457305466,0.06744859762911466
245.0,0.01052673696540296,0.13488743849826157,0.260194768234268,1.0730313807571672,0.21424563000473834,0.07009161321262466
246.0,0.009462493006139994,0.13488743849826157,0.26863398715148257,1.1204282710143285,0.22439918194052177,0.07255370438727564
247.0,0.01050949702039361,0.13488743849826157,0.2783160047602149,1.175446864296247,0.23617431951631163,0.0753769124748206
248.0,0.009546010987833142,0.13488743849826157,0.2873537644843357,1.227444262108378,0.24739514819849762,0.07803372011435143
249.0,0.010542978066951036,0.13488743849826157,0.2976396885122596,1.2874094311453959,0.26033606613231114,0.0810632845507656
250.0,0.009734618943184614,0.13488743849826157,0.30737819987514275,1.3449987890337387,0.2728685063683736,0.08396069350080061
251.0,0.009443974937312305,0.13488743849826157,0.3170488276500466,1.4030143162746231,0.28557064122272363,0.08686356551669763
252.0,0.010984897031448781,-8.137952230823071,0.153669224956635,1.1988329251547714,0.3009826090206489,0.09034631424237495
253.0,0.009119645925238729,-25.0,-0.2726513853918954,0.5768777084856122,0.31191554082157863,0.09174772316358532
254.0,0.010612957994453609,-25.0,-0.7675567503782158,-0.1423911210847361,0.3180379197096731,0.08885408546329154
255.0,0.009592473041266203,-25.0,-1.214828073315985,-0.7929319216361577,0.3166720367193521,0.08149131802764661
256.0,0.01003042992670089,-25.0,-1.6840450991510327,-1.478643986257953,0.3087185886427364,0.06930607016526158
257.0,0.009534436976537108,-25.0,-2.132883322037362,-2.1399057743238163,0.2946205507450243,0.05324964830175987
258.0,0.010606031981296837,-25.0,-2.636849397783018,-2.8914395859594486,0.2719246416655841,0.030628219575856964
259.0,0.009696248918771744,-25.0,-3.1028690482359904,-3.595948468124914,0.243888523706531,0.005060671453639455
260.0,0.009766062954440713,-25.0,-3.577904888758604,-4.325017465717598,0.20877026458589845,-0.025242143010818764
261.0,0.010727714980021119,-25.0,-4.106042393655727,-5.149105676718549,0.1623727099300668,-0.06362488688304524
262.0,0.009631583001464605,-25.0,-4.584623619961571,-5.906971270481067,0.11277867122143953,-0.10317257500507278
263.0,0.009601972997188568,-25.0,-5.06346747471281,-6.674670550335648,0.05606009258711167,-0.14719400720621667
264.0,0.01065601292066276,-25.0,-5.591966848148271,-7.528950035462043,-0.015065283038432215,-0.201150382040112
265.0,0.009801154024899006,-25.0,-6.0697318234080795,-8.292578212940207,-0.08885768198176452,-0.25595811042094224
266.0,0.010173057089559734,16.122512058564865,-5.725483773241004,-7.725915637515966,-0.17321855356164448,-0.3177058387787901
267.0,0.00957254704553634,16.122512058564865,-5.400000763848977,-7.228612236753773,-0.24717524447161093,-0.3725133015565945
268.0,0.01058829203248024,16.122512058564865,-5.041359024632326,-6.712514207351797,-0.32371390182392007,-0.42969008661984387
269.0,0.009540140046738088,16.122512058564865,-4.7258406043623244,-6.278104035199913,-0.3877522274277753,-0.47778535774072317
270.0,0.009832599083893001,16.122512058564865,-4.40727922178428,-5.8652405535603584,-0.44948230741286693,-0.5242526537378005
271.0,0.010639660991728306,0.0,-4.383092481517006,-5.905570576421301,-0.511886478537686,-0.5711446105534734
272.0,0.009536844096146524,0.0,-4.358749825842785,-5.947379045230739,-0.5682069844238061,-0.6129454802086931
273.0,0.010532532935030758,0.0,-4.328481602609448,-5.998611633033566,-0.6308479500948106,-0.6588541563049418
274.0,0.009572344017215073,0.0,-4.298000894717109,-6.050671755364504,-0.6882687242718762,-0.7002878712773059
275.0,0.009558510035276413,0.0,-4.264524272700507,-6.107726715933813,-0.7461041309656914,-0.7413703559610864
276.0,0.010052133002318442,0.0,-4.2257482710391585,-6.172665570852077,-0.8074998122560717,-0.7842379211418872
277.0,0.010641106055118144,0.0,-4.180499683131218,-6.246865074077354,-0.873183801238285,-0.829204556656247
278.0,0.009563695988617837,0.0,-4.136267111934744,-6.31964014961456,-0.9329269196886755,-0.8691855847062272
279.0,0.010514089022763073,0.0,-4.083264532027989,-6.405458820847667,-0.9993721788135507,-0.9126746653430362
